x_id,x_kind,disposition,pressure_id,source_id,model_path,instance_id,instance_version,value,provenance,custody,invariant_check_ids,enforcement_reality,open_pressure_disposition,cause_classification,classification_evidence,current_project_fit,evolution_change,independent_reason,semantic_proof_authority_custody_preservation,migration_cost,affected_artifacts,current_form_representable,evolved_form_representable,post_evolution_fit,unresolved_discriminator
core.Capability.fields.evidence_record_refs,Capability,not-applicable,PR-CAPABILITY-ABSENT,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",core.Capability.fields.evidence_record_refs,none,not-applicable,no Capability instance in this case,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),none - no instance,see instance + wfh-008-validate.py output,not-applicable,missing-history,historical-evidence-gap; model-defect,"R01 states the capability target is 'proposed jurati-arch-002 - no Unimatrix capability id'. V5's Capability requires name, observable_behavior, scope_ref, done_when and grade. The alphabet supplies none of observable_behavior or done_when, and inventing them is forbidden. Capability also has no lifecycle_state field (Goal, Actor and Record all do) and no admissible 'proposed / not yet specified' state, so a Goal may name a capability target that the model cannot represent at all.","NOT REPRESENTABLE: zero Capability instances. I9, I13, I14, capability_classification, Capability.composed_of/prerequisite_of/delivered_by/enabled_by, Unit.delivers, Technology.enables and Goal.claim_floor are all VACUOUS in this case.",not-proposed,the only reason to invent an observable_behavior and a done_when here is to make V5 pass - the circular candidate the amendment forbids; see CF-REJECTED,not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,"whether V5 needs a proposed/unspecified Capability state, or whether the project is right that a capability id is created only when a behavior is identified, is not decidable from one case"
core.Capability.relations.required_by,Capability,not-applicable,PR-CAPABILITY-ABSENT,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",core.Capability.relations.required_by,none,not-applicable,no Capability instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),none - no instance,see instance + wfh-008-validate.py output,not-applicable,missing-history,historical-evidence-gap; model-defect,"R01 states the capability target is 'proposed jurati-arch-002 - no Unimatrix capability id'. V5's Capability requires name, observable_behavior, scope_ref, done_when and grade. The alphabet supplies none of observable_behavior or done_when, and inventing them is forbidden. Capability also has no lifecycle_state field (Goal, Actor and Record all do) and no admissible 'proposed / not yet specified' state, so a Goal may name a capability target that the model cannot represent at all.","NOT REPRESENTABLE: zero Capability instances. I9, I13, I14, capability_classification, Capability.composed_of/prerequisite_of/delivered_by/enabled_by, Unit.delivers, Technology.enables and Goal.claim_floor are all VACUOUS in this case.",not-proposed,the only reason to invent an observable_behavior and a done_when here is to make V5 pass - the circular candidate the amendment forbids; see CF-REJECTED,not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,"whether V5 needs a proposed/unspecified Capability state, or whether the project is right that a capability id is created only when a behavior is identified, is not decidable from one case"
core.Capability.relations.advances,Capability,not-applicable,PR-CAPABILITY-ABSENT,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",core.Capability.relations.advances,none,not-applicable,no Capability instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),none - no instance,see instance + wfh-008-validate.py output,not-applicable,missing-history,historical-evidence-gap; model-defect,"R01 states the capability target is 'proposed jurati-arch-002 - no Unimatrix capability id'. V5's Capability requires name, observable_behavior, scope_ref, done_when and grade. The alphabet supplies none of observable_behavior or done_when, and inventing them is forbidden. Capability also has no lifecycle_state field (Goal, Actor and Record all do) and no admissible 'proposed / not yet specified' state, so a Goal may name a capability target that the model cannot represent at all.","NOT REPRESENTABLE: zero Capability instances. I9, I13, I14, capability_classification, Capability.composed_of/prerequisite_of/delivered_by/enabled_by, Unit.delivers, Technology.enables and Goal.claim_floor are all VACUOUS in this case.",not-proposed,the only reason to invent an observable_behavior and a done_when here is to make V5 pass - the circular candidate the amendment forbids; see CF-REJECTED,not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,"whether V5 needs a proposed/unspecified Capability state, or whether the project is right that a capability id is created only when a behavior is identified, is not decidable from one case"
core.Capability.relations.composed_of,Capability,not-applicable,PR-CAPABILITY-ABSENT,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",core.Capability.relations.composed_of,none,not-applicable,no Capability instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),none - no instance,see instance + wfh-008-validate.py output,not-applicable,missing-history,historical-evidence-gap; model-defect,"R01 states the capability target is 'proposed jurati-arch-002 - no Unimatrix capability id'. V5's Capability requires name, observable_behavior, scope_ref, done_when and grade. The alphabet supplies none of observable_behavior or done_when, and inventing them is forbidden. Capability also has no lifecycle_state field (Goal, Actor and Record all do) and no admissible 'proposed / not yet specified' state, so a Goal may name a capability target that the model cannot represent at all.","NOT REPRESENTABLE: zero Capability instances. I9, I13, I14, capability_classification, Capability.composed_of/prerequisite_of/delivered_by/enabled_by, Unit.delivers, Technology.enables and Goal.claim_floor are all VACUOUS in this case.",not-proposed,the only reason to invent an observable_behavior and a done_when here is to make V5 pass - the circular candidate the amendment forbids; see CF-REJECTED,not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,"whether V5 needs a proposed/unspecified Capability state, or whether the project is right that a capability id is created only when a behavior is identified, is not decidable from one case"
core.Capability.relations.prerequisite_of,Capability,not-applicable,PR-CAPABILITY-ABSENT,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",core.Capability.relations.prerequisite_of,none,not-applicable,no Capability instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),none - no instance,see instance + wfh-008-validate.py output,not-applicable,missing-history,historical-evidence-gap; model-defect,"R01 states the capability target is 'proposed jurati-arch-002 - no Unimatrix capability id'. V5's Capability requires name, observable_behavior, scope_ref, done_when and grade. The alphabet supplies none of observable_behavior or done_when, and inventing them is forbidden. Capability also has no lifecycle_state field (Goal, Actor and Record all do) and no admissible 'proposed / not yet specified' state, so a Goal may name a capability target that the model cannot represent at all.","NOT REPRESENTABLE: zero Capability instances. I9, I13, I14, capability_classification, Capability.composed_of/prerequisite_of/delivered_by/enabled_by, Unit.delivers, Technology.enables and Goal.claim_floor are all VACUOUS in this case.",not-proposed,the only reason to invent an observable_behavior and a done_when here is to make V5 pass - the circular candidate the amendment forbids; see CF-REJECTED,not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,"whether V5 needs a proposed/unspecified Capability state, or whether the project is right that a capability id is created only when a behavior is identified, is not decidable from one case"
core.Capability.relations.delivered_by,Capability,not-applicable,PR-CAPABILITY-ABSENT,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",core.Capability.relations.delivered_by,none,not-applicable,no Capability instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),none - no instance,see instance + wfh-008-validate.py output,not-applicable,missing-history,historical-evidence-gap; model-defect,"R01 states the capability target is 'proposed jurati-arch-002 - no Unimatrix capability id'. V5's Capability requires name, observable_behavior, scope_ref, done_when and grade. The alphabet supplies none of observable_behavior or done_when, and inventing them is forbidden. Capability also has no lifecycle_state field (Goal, Actor and Record all do) and no admissible 'proposed / not yet specified' state, so a Goal may name a capability target that the model cannot represent at all.","NOT REPRESENTABLE: zero Capability instances. I9, I13, I14, capability_classification, Capability.composed_of/prerequisite_of/delivered_by/enabled_by, Unit.delivers, Technology.enables and Goal.claim_floor are all VACUOUS in this case.",not-proposed,the only reason to invent an observable_behavior and a done_when here is to make V5 pass - the circular candidate the amendment forbids; see CF-REJECTED,not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,"whether V5 needs a proposed/unspecified Capability state, or whether the project is right that a capability id is created only when a behavior is identified, is not decidable from one case"
core.Capability.relations.enabled_by,Capability,not-applicable,PR-CAPABILITY-ABSENT,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",core.Capability.relations.enabled_by,none,not-applicable,no Capability instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),none - no instance,see instance + wfh-008-validate.py output,not-applicable,missing-history,historical-evidence-gap; model-defect,"R01 states the capability target is 'proposed jurati-arch-002 - no Unimatrix capability id'. V5's Capability requires name, observable_behavior, scope_ref, done_when and grade. The alphabet supplies none of observable_behavior or done_when, and inventing them is forbidden. Capability also has no lifecycle_state field (Goal, Actor and Record all do) and no admissible 'proposed / not yet specified' state, so a Goal may name a capability target that the model cannot represent at all.","NOT REPRESENTABLE: zero Capability instances. I9, I13, I14, capability_classification, Capability.composed_of/prerequisite_of/delivered_by/enabled_by, Unit.delivers, Technology.enables and Goal.claim_floor are all VACUOUS in this case.",not-proposed,the only reason to invent an observable_behavior and a done_when here is to make V5 pass - the circular candidate the amendment forbids; see CF-REJECTED,not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,"whether V5 needs a proposed/unspecified Capability state, or whether the project is right that a capability id is created only when a behavior is identified, is not decidable from one case"
core.Capability.extension_owner.behavior_schema,Capability,exercised,PR-I19-BINDING-ALTITUDE,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",core.Capability.extension_owner.behavior_schema,registry_extensions,1,owner=program; exercised by the program-owned registry extensions in this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),none - no instance,see instance + wfh-008-validate.py output,specified-not-enforced,S6: I19 binds from Workflow only,model-defect,"I19 (program extensions may not weaken common invariants) is cited by Workflow ALONE, yet this instance registers program-owned extensions on unit_kind, record_category, effect_class and event_type - owned by Workflow, Scope, Scope and the registry respectively. Three of the four owners are not Workflow, so nothing binds I19 to them. Review finding S6 raised exactly this and it is unresolved in the pinned file.","representable; the extensions conform, and no per-construct binding required them to",not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,yes,not-applicable,not-applicable,not-applicable
core.Capability.extension_owner.evidence_bar,Capability,exercised,PR-I19-BINDING-ALTITUDE,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",core.Capability.extension_owner.evidence_bar,registry_extensions,1,owner=program; exercised by the program-owned registry extensions in this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),none - no instance,see instance + wfh-008-validate.py output,specified-not-enforced,S6: I19 binds from Workflow only,model-defect,"I19 (program extensions may not weaken common invariants) is cited by Workflow ALONE, yet this instance registers program-owned extensions on unit_kind, record_category, effect_class and event_type - owned by Workflow, Scope, Scope and the registry respectively. Three of the four owners are not Workflow, so nothing binds I19 to them. Review finding S6 raised exactly this and it is unresolved in the pinned file.","representable; the extensions conform, and no per-construct binding required them to",not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,yes,not-applicable,not-applicable,not-applicable
core.Capability.extension_owner.classification,Capability,exercised,PR-I19-BINDING-ALTITUDE,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",core.Capability.extension_owner.classification,registry_extensions,1,owner=registry; exercised by the program-owned registry extensions in this instance,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),none - no instance,see instance + wfh-008-validate.py output,specified-not-enforced,S6: I19 binds from Workflow only,model-defect,"I19 (program extensions may not weaken common invariants) is cited by Workflow ALONE, yet this instance registers program-owned extensions on unit_kind, record_category, effect_class and event_type - owned by Workflow, Scope, Scope and the registry respectively. Three of the four owners are not Workflow, so nothing binds I19 to them. Review finding S6 raised exactly this and it is unresolved in the pinned file.","representable; the extensions conform, and no per-construct binding required them to",not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,yes,not-applicable,not-applicable,not-applicable
core.Capability.open[0],Capability,not-applicable,PR-CAPABILITY-ABSENT,"R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02",core.Capability.open[0],none,not-applicable,recursive evidence rollup,wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive),none - no instance,see instance + wfh-008-validate.py output,not-applicable,not-exercised,historical-evidence-gap; model-defect,"R01 states the capability target is 'proposed jurati-arch-002 - no Unimatrix capability id'. V5's Capability requires name, observable_behavior, scope_ref, done_when and grade. The alphabet supplies none of observable_behavior or done_when, and inventing them is forbidden. Capability also has no lifecycle_state field (Goal, Actor and Record all do) and no admissible 'proposed / not yet specified' state, so a Goal may name a capability target that the model cannot represent at all.","NOT REPRESENTABLE: zero Capability instances. I9, I13, I14, capability_classification, Capability.composed_of/prerequisite_of/delivered_by/enabled_by, Unit.delivers, Technology.enables and Goal.claim_floor are all VACUOUS in this case.",not-proposed,the only reason to invent an observable_behavior and a done_when here is to make V5 pass - the circular candidate the amendment forbids; see CF-REJECTED,not-applicable,not-applicable,not-applicable,no,not-applicable,not-applicable,"whether V5 needs a proposed/unspecified Capability state, or whether the project is right that a capability id is created only when a behavior is identified, is not decidable from one case"
