x_class,model_path,disposition,instance_ref,value_or_witness,provenance,custody,applicable_checks,enforcement_reality,open_pressure_disposition,cause_classification,classification_evidence,current_project_fit,evolution_change,independent_reason,semantic_proof_authority_custody_preservation,migration_cost,affected_artifacts,current_form_representable,evolved_form_representable,post_evolution_fit,unresolved_discriminator
core-field,core.Capability.fields.evidence_record_refs,construct-pressure,CP-01,missing-history. uni-zero RECOMMENDS that KI-AUDIT's evidence set gain the context_tag row test; the recommendation is not an observed link and is not asserted here.,doc-claim,see instance,not-applicable,none - no common checker implements this model,not-applicable,historical-evidence-gap,The Unimatrix node's proven_by set is outside the alphabet.,represented-with-gap,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,true,not-applicable,not-applicable,not-applicable
core-relation,core.Capability.relations.required_by,exercised,"CP-01,CP-02","MEASURED 2/2 Capability objects populate `required_by` (CP-01, CP-02). Prior boilerplate witness replaced by the measurement.",measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core-relation-cardinality,core.Capability.relations.required_by.cardinality,exercised,"CP-01,CP-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core-relation-inverse,core.Capability.relations.required_by.inverse,exercised,"CP-01,CP-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core-relation-rule,core.Capability.relations.required_by.rule,exercised,"CP-01,CP-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core-relation,core.Capability.relations.advances,not-applicable,"CP-01,CP-02","MEASURED 0/2 Capability objects populate `advances` (zero). Same underlying case fact as core.Goal.relations.is_advanced_by. The prior witness text (""instantiated in vnc-045-instance.yaml"") was FALSE AS WRITTEN and is replaced by the measurement.",measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core-relation-cardinality,core.Capability.relations.advances.cardinality,exercised,"CP-01,CP-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core-relation-inverse,core.Capability.relations.advances.inverse,exercised,"CP-01,CP-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core-relation,core.Capability.relations.composed_of,not-applicable,not-applicable,no witness: the case exposes no capability composition; M01 open.capability_rollup is untouched by it.,see instance,see instance,not-applicable,none - no common checker implements this model,not-exercised,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core-relation-cardinality,core.Capability.relations.composed_of.cardinality,exercised,"CP-01,CP-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core-relation-rule,core.Capability.relations.composed_of.rule,exercised,"CP-01,CP-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core-relation,core.Capability.relations.prerequisite_of,not-applicable,not-applicable,no witness in this case.,see instance,see instance,not-applicable,none - no common checker implements this model,not-exercised,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core-relation-cardinality,core.Capability.relations.prerequisite_of.cardinality,exercised,"CP-01,CP-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core-relation-rule,core.Capability.relations.prerequisite_of.rule,exercised,"CP-01,CP-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core-relation,core.Capability.relations.delivered_by,not-applicable,CP-01,"MEASURED 0/2 Capability objects populate `delivered_by` (zero). Empty by observation. The project's own pre-registered ruling is ""Do NOT mark any capability proven off vnc-045"", and Unit.delivers is empty in every Unit. The M01 rule ""delivery does not prove"" therefore has NO conforming witness in this case — only a negative one.",measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core-relation-cardinality,core.Capability.relations.delivered_by.cardinality,exercised,"CP-01,CP-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core-relation-inverse,core.Capability.relations.delivered_by.inverse,exercised,"CP-01,CP-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core-relation-rule,core.Capability.relations.delivered_by.rule,exercised,"CP-01,CP-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core-relation,core.Capability.relations.enabled_by,exercised,"CP-01,CP-02",MEASURED 1/2 Capability objects populate `enabled_by` (CP-01). Prior boilerplate witness replaced by the measurement.,measured-join (vnc-045-instance.yaml),see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core-relation-cardinality,core.Capability.relations.enabled_by.cardinality,exercised,"CP-01,CP-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core-relation-inverse,core.Capability.relations.enabled_by.inverse,exercised,"CP-01,CP-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core-relation-rule,core.Capability.relations.enabled_by.rule,exercised,"CP-01,CP-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core-extension_owner,core.Capability.extension_owner.behavior_schema,exercised,"CP-01,CP-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core-extension_owner,core.Capability.extension_owner.evidence_bar,exercised,"CP-01,CP-02",instantiated in vnc-045-instance.yaml,see instance,see instance,not-applicable,none - no common checker implements this model,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
