x_id,x_class,row_scope,source_id,model_path,instance_id,instance_version,value,provenance,custody,invariant_check_ids,enforcement_reality,open_pressure_disposition,w1_disposition,w2_disposition,reconciled_disposition,divergence_class,divergence_adjudication,w3_fixture_ids,w3_results,w3_adverse,cause_classification,classification_evidence,current_project_fit,evolution_change,independent_reason,semantic_proof_authority_custody_preservation,migration_cost,affected_artifacts,current_form_representable,evolved_form_representable,post_evolution_fit,unresolved_discriminator,evolution_candidate_id,evolution_challenge_result,w4_adjudication
core.Scope.fields.objective,core-field,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",core.Scope.fields.objective,"[W1] SC-COL,SC-PROG,SC-MIS,SC-TEAM || [W2] SC-03",1,[W1] set on 4/4 instances || [W2] 'Ship the context_tag MECHANISM only; protected_tags deferred in full.' · MEASURED 3/3 Scope objects populate `objective`.,[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] repo-artifact,"[W1] git (themes.md, SCOPE.md) + forge || [W2] see instance",[W1] see instance + wfh-008-validate.py output,[W1] specified-not-enforced || [W2] none - no common checker implements this model,[W1] n/a,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core.Scope.fields.authority_root_ref,core-field,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",core.Scope.fields.authority_root_ref,"[W1] SC-COL,SC-PROG,SC-MIS,SC-TEAM || [W2] SC-01,SC-02,SC-03",1,"[W1] set on 4/4 Scopes and identical on all four (AC-OWNER) because a nested Scope holds no undelegated authority || [W2] MEASURED 3/3 Scope objects populate `authority_root_ref` (SC-01, SC-02, SC-03). Prior boilerplate witness replaced by the measurement.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] measured-join (vnc-045-instance.yaml),"[W1] git (themes.md, SCOPE.md) + forge || [W2] see instance",[W1] see instance + wfh-008-validate.py output,[W1] specified-not-enforced || [W2] none - no common checker implements this model,[W1] pressure,construct-pressure,exercised,construct-pressure,divergent,"MATERIAL DIVERGENCE: one case carries the construct without strain and the other strains against it. Both stand: the `exercised` side is a witness that the construct can carry at least one history, the `construct-pressure` side is evidence the construct does not carry every history. Reconciled to `construct-pressure`; the positive witness is retained in `value`.",not-applicable,not-applicable,not-applicable,model-defect,"[W1] SC-TEAM and SC-MIS are nested Scopes holding no undelegated authority, yet Scope.authority_root_ref is required and defined as 'holder of undelegated authority for this Scope'. Naming the owner makes the field non-informative on every nested Scope; naming the leader asserts undelegated authority the leader did not hold (authority laundering).","[W1] strained-representable: encoded as AC-OWNER on all four Scopes, so the field carries no information below the collective",not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,[W1] yes,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core.Scope.fields.effective_at,core-field,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",core.Scope.fields.effective_at,"[W1] SC-COL,SC-PROG,SC-MIS,SC-TEAM || [W2] SC-01,SC-02",1,[W1] set on 4/4; APPROXIMATED on ['SC-COL'] || [W2] SC-03 = 2026-07-06T23:44:12Z (forge). SC-01 and SC-02 = missing-history: nothing in the alphabet dates the collective or the program.,[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] forge/missing,"[W1] git (themes.md, SCOPE.md) + forge || [W2] see instance",[W1] see instance + wfh-008-validate.py output,[W1] specified-not-enforced || [W2] none - no common checker implements this model,[W1] pressure,construct-pressure,construct-pressure,construct-pressure,agree,not-applicable (both workstreams agree),not-applicable,not-applicable,not-applicable,historical-evidence-gap,[W1] Scope.effective_at is required; the fixed alphabet establishes no founding date for the collective. Encoded as a lower bound from the earliest method commit 1a9b3d3 (2026-06-24) and marked _approx. || [W2] The alphabet is vnc-045-scoped; no artefact dates the enclosing scopes.,[W1] representable with an approximated value || [W2] represented-with-gap,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,[W1] yes || [W2] true,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core.Scope.fields.expires_at,core-field,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",core.Scope.fields.expires_at,"[W1] SC-MIS,SC-TEAM || [W2] SC-03",1,"[W1] set on 2/4 instances || [W2] 2026-07-07T11:29:09Z (issue #928 closed, state_reason completed) · MEASURED 1/3 Scope objects populate `expires_at`.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] forge,"[W1] git (themes.md, SCOPE.md) + forge || [W2] GitHub",[W1] see instance + wfh-008-validate.py output,[W1] specified-not-enforced || [W2] none - no common checker implements this model,[W1] n/a,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core.Scope.relations.parent,core-relation,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",core.Scope.relations.parent,"[W1] SC-PROG,SC-MIS,SC-TEAM || [W2] SC-01,SC-02,SC-03",1,"[W1] non-empty on 3/4; declared inverse, closed mechanically || [W2] MEASURED 2/3 Scope objects populate `parent` (SC-02, SC-03). Prior boilerplate witness replaced by the measurement.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] measured-join (vnc-045-instance.yaml),"[W1] git (themes.md, SCOPE.md) + forge || [W2] see instance",[W1] see instance + wfh-008-validate.py output,[W1] mechanically checkable and checked || [W2] none - no common checker implements this model,[W1] n/a,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core.Scope.relations.parent.cardinality,core-relation-cardinality,model-X,"[W2] M01,M02,M06,S01-S06,T01-T03",core.Scope.relations.parent.cardinality,"[W2] SC-01,SC-02,SC-03",not-applicable,[W2] instantiated in vnc-045-instance.yaml,[W2] see instance,[W2] see instance,not-applicable,[W2] none - no common checker implements this model,not-applicable,not-enumerated,exercised,exercised,w1-not-enumerated,"W1 did not enumerate this X item. Its 468-row enumeration rolls relation sub-keys, per-invariant bindings, construct `definition` and registry seed-fields up into coarser rows; W2's 679-row enumeration matches the SCOPE X clause literally and is adopted as the canonical spine. Reconciled from W2 alone - absence is not filled.",not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core.Scope.relations.parent.inverse,core-relation-inverse,model-X,"[W2] M01,M02,M06,S01-S06,T01-T03",core.Scope.relations.parent.inverse,"[W2] SC-01,SC-02,SC-03",not-applicable,[W2] instantiated in vnc-045-instance.yaml,[W2] see instance,[W2] see instance,[W3] F-B01,[W2] none - no common checker implements this model,not-applicable,not-enumerated,exercised,exercised,w1-not-enumerated,"W1 did not enumerate this X item. Its 468-row enumeration rolls relation sub-keys, per-invariant bindings, construct `definition` and registry seed-fields up into coarser rows; W2's 679-row enumeration matches the SCOPE X clause literally and is adopted as the canonical spine. Reconciled from W2 alone - absence is not filled.",F-B01,rejected-mechanically,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core.Scope.relations.parent.rule,core-relation-rule,model-X,"[W2] M01,M02,M06,S01-S06,T01-T03",core.Scope.relations.parent.rule,"[W2] SC-01,SC-02,SC-03",not-applicable,[W2] instantiated in vnc-045-instance.yaml,[W2] see instance,[W2] see instance,not-applicable,[W2] none - no common checker implements this model,not-applicable,not-enumerated,exercised,exercised,w1-not-enumerated,"W1 did not enumerate this X item. Its 468-row enumeration rolls relation sub-keys, per-invariant bindings, construct `definition` and registry seed-fields up into coarser rows; W2's 679-row enumeration matches the SCOPE X clause literally and is adopted as the canonical spine. Reconciled from W2 alone - absence is not filled.",not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core.Scope.relations.contains,core-relation,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",core.Scope.relations.contains,"[W1] SC-COL,SC-PROG,SC-MIS || [W2] SC-01>SC-02>SC-03",1,"[W1] non-empty on 3/4; declared inverse, closed mechanically || [W2] Three-level chain, acyclic within one baseline. · MEASURED 2/3 Scope objects populate `contains`.",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] inference,"[W1] git (themes.md, SCOPE.md) + forge || [W2] see instance",[W1] see instance + wfh-008-validate.py output,[W1] mechanically checkable and checked || [W2] none - no common checker implements this model,[W1] n/a,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core.Scope.relations.contains.cardinality,core-relation-cardinality,model-X,"[W2] M01,M02,M06,S01-S06,T01-T03",core.Scope.relations.contains.cardinality,"[W2] SC-01,SC-02,SC-03",not-applicable,[W2] instantiated in vnc-045-instance.yaml,[W2] see instance,[W2] see instance,not-applicable,[W2] none - no common checker implements this model,not-applicable,not-enumerated,exercised,exercised,w1-not-enumerated,"W1 did not enumerate this X item. Its 468-row enumeration rolls relation sub-keys, per-invariant bindings, construct `definition` and registry seed-fields up into coarser rows; W2's 679-row enumeration matches the SCOPE X clause literally and is adopted as the canonical spine. Reconciled from W2 alone - absence is not filled.",not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core.Scope.relations.contains.inverse,core-relation-inverse,model-X,"[W2] M01,M02,M06,S01-S06,T01-T03",core.Scope.relations.contains.inverse,"[W2] SC-01,SC-02,SC-03",not-applicable,[W2] instantiated in vnc-045-instance.yaml,[W2] see instance,[W2] see instance,not-applicable,[W2] none - no common checker implements this model,not-applicable,not-enumerated,exercised,exercised,w1-not-enumerated,"W1 did not enumerate this X item. Its 468-row enumeration rolls relation sub-keys, per-invariant bindings, construct `definition` and registry seed-fields up into coarser rows; W2's 679-row enumeration matches the SCOPE X clause literally and is adopted as the canonical spine. Reconciled from W2 alone - absence is not filled.",not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
core.Scope.invariants.I1,core-invariant-binding,model-X,"[W1] R01,R02,R03,R04,R05,R06,M01,M02,M06,T01,T02 || [W2] M01,M02,M06,S01-S06,T01-T03",core.Scope.invariants.I1,"[W2] SC-01,SC-02,SC-03",not-applicable,"[W1] cites ['I1', 'I17'] || [W2] instantiated in vnc-045-instance.yaml",[W1] wfh-008 alphabet R + M01 as parsed + T01/T02 (ledgered transitive) || [W2] see instance,"[W1] git (themes.md, SCOPE.md) + forge || [W2] see instance",[W1] see instance + wfh-008-validate.py output,[W1] see the invariant rows || [W2] none - no common checker implements this model,[W1] n/a,exercised,exercised,exercised,agree,not-applicable (both workstreams agree),not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable,not-applicable
